shop_name,business_type,owner_name,phone,email,address,city,business_hours,url,domain,site_type,score,grade,reasons
オレンジ物語,スピリチュアル,チャクラキネシ,09013-2-500,therapy@orange810.com,オレンジ物語. メニュー 初めての方へ キネシカウンセリング 講座 セルフセラピーカードお茶会 カー,江東区,,https://orange810.com/access,orange810.com,ameblo,40,B,ameblo
温活リラクゼーションサロン LUNASOL,マッサージ,,070-8970-7018,,-7018 お問い合わせ24時間受付中！ 公式LINEからお問い合わせ Instagram inte,神奈川県,9:00~19:00,https://lunasol.hp.peraichi.com/,lunasol.hp.peraichi.com,peraichi,40,B,peraichi
kokoronoclinic,不明,,044-733-9510,kclinic@star7.jpへの空メールの送信からでも会員登録,受付時間は心のクリニック武蔵小杉の開院時間に準ずる 心のクリニック・カウンセリングルームまで。 お願,神奈川県,,https://kokoronoclinic.net/musashikosugi/counseling/,kokoronoclinic.net,wordpress,40,B,wordpress
川崎日航ホテル【】川崎駅から徒歩1分,鍼灸,川崎日航ホテル,044-244-5941,,閉じる 川崎日航ホテル 周辺観光情報 フォトギャラリー よくあるご質問 お問い合わせ お問い合わせ・,東京都,,https://www.kawasaki-nikko-hotel.com/news/event/monomane2025,www.kawasaki-nikko-hotel.com,wordpress,40,B,wordpress
lindasmiles,不明,,,xxxx@example.com,たい、という想いから生まれたクラブです。横浜市（主に新横浜）をホームとし、2023年4月から正式にスタートしました。 集まってくれた選手たちは現在55名。 3年目となる今年も彼女たちと一緒に楽しみなが,横浜市,,https://lindasmiles.hp.peraichi.com/,lindasmiles.hp.peraichi.com,peraichi,40,B,peraichi
Wish,不明,,044-266-1892,,神奈川県川崎市川崎区観音1-12-17 代表者氏名 金城和彦 事業内容 ペットホテル・しつけ・トリミ,東京都,,https://wish-for-doggies.com/,wish-for-doggies.com,wordpress,40,B,wordpress
カウンセリングルームセンター南 | 横浜,鍼灸,,0459494955,,カウンセリングルームセンター南 | 横浜 パーソナリティ障害や不登校・ひきこもり支援に力を入れていま,神奈川県,,https://crcm.jp/,crcm.jp,wordpress,40,B,wordpress
カウンセリング｜cocorun(ここるん）,不明,,02212150241,saloncocorun@gmail.com,,,,https://www.salon-cocorun.com/,www.salon-cocorun.com,wordpress,40,B,wordpress
川崎こころのケアセンター,不明,,044-767-0682,info@kawasaki-pcc.com,​※電話受付時間： 9時～20時 ​ E-mai ： info@kawasaki-pcc.com T,神奈川県,,https://www.kawasaki-pcc.com/,www.kawasaki-pcc.com,wix,40,B,wix
tsukuba,不明,,06-7745-7442,C@A.yϩM,/Root 993 0 R/Size 1138/Type/XRef/W[1 3 1]>>stream,,,https://www.tsukuba.ac.jp/about/public-newspaper/pdf/376.pdf,www.tsukuba.ac.jp,custom,40,B,no_pricing; no_booking; no_access; no_profile
Pinterest,不明,,06086062345,,テン選び！調布市のお客様の施工例。 | 神奈川県川崎市のオーダーカーテン専門店ハンザム コンテンツへスキップ アイデアを探す 簡単ディナーレシピ、ファッションなどを検索しましょう。 オートコンプリート,神奈川県,,https://www.pinterest.com/pin/606086062345396351/,www.pinterest.com,custom,35,C,no_pricing; no_booking; no_access; no_profile; sns_redirect; modern_design
ゲーム全般アニメ漫画エンタメ時事ネタ,不明,htmk73,02511191457,yakuhanjp@3.0.0,,,,http://blog.esuteru.com/archives/10484211.html,blog.esuteru.com,custom,25,C,http_only; no_pricing; no_booking; no_access; modern_design
Yummeet！,不明,,02633875101,,,,,https://yummeet.jp/index/news/hirunomi,yummeet.jp,custom,20,C,no_pricing; no_booking; no_access; no_profile; modern_design
みんなの大学情報,不明,,03-3203-4333,,アクセス 早稲田キャンパス ● 東京都新宿区西早稲田1－6－1 東京さくらトラム（都電荒川線）「早稲田」駅から徒歩4分 ここに地図が表示されます 地図を見る 地図を閉じる 戸山キャンパス ● 東京都,千代田区,,https://www.minkou.jp/university/school/senior/20302/se=1/page=2/,www.minkou.jp,custom,20,C,no_pricing; no_booking
NOSE SHOP,不明,,03257377711,splide@4.1.4,,東京都,,https://noseshop.jp/blogs/blog/260116_kochi_trunkshow,noseshop.jp,custom,20,C,no_pricing; no_booking; no_access; no_profile; modern_design
